Date,Open,High,Low,Close,Adj Close,Volume,Returns
29/04/2008,39.98,39.98,39.98,39.98,34.617653,0,-0.822029085
30/04/2008,39.919998,39.919998,39.919998,39.919998,34.565697,0,-0.150198017
01/05/2008,40.48,40.48,40.48,40.48,35.050594,0,1.393078645
02/05/2008,40.540001,40.540001,40.540001,40.540001,35.102539,0,0.148090348
05/05/2008,40.549999,40.549999,40.549999,40.549999,35.111202,0,0.024676082
06/05/2008,40.869999,40.869999,40.869999,40.869999,35.388275,0,0.786032573
07/05/2008,40.34,40.34,40.34,40.34,34.929367,0,-1.305261389
08/05/2008,40.48,40.48,40.48,40.48,35.050594,0,0.346462386
09/05/2008,40.450001,40.450001,40.450001,40.450001,35.024609,0,-0.074163185
12/05/2008,40.950001,40.950001,40.950001,40.950001,35.457542,0,1.2285052
13/05/2008,41.099998,41.099998,41.099998,41.099998,35.587429,0,0.365647682
14/05/2008,41.240002,41.240002,41.240002,41.240002,35.708652,0,0.340055484
15/05/2008,41.740002,41.740002,41.740002,41.740002,36.141598,0,1.205148876
16/05/2008,41.759998,41.759998,41.759998,41.759998,36.158909,0,0.047886249
19/05/2008,41.77,41.77,41.77,41.77,36.167568,0,0.023944205
20/05/2008,41.5,41.5,41.5,41.5,35.933784,0,-0.648489419
21/05/2008,41.060001,41.060001,41.060001,41.060001,35.552803,0,-1.065891164
22/05/2008,41.27,41.27,41.27,41.27,35.734627,0,0.510116284
23/05/2008,40.77,40.77,40.77,40.77,35.301708,0,-1.218881463
27/05/2008,40.889999,40.889999,40.889999,40.889999,35.405602,0,0.293870817
28/05/2008,41.07,41.07,41.07,41.07,35.561466,0,0.439257969
29/05/2008,41.189999,41.189999,41.189999,41.189999,35.665375,0,0.291769429
30/05/2008,41.32,41.32,41.32,41.32,35.777916,0,0.315050137
02/06/2008,41.119999,41.119999,41.119999,41.119999,35.604755,0,-0.48516352
03/06/2008,40.98,40.98,40.98,40.98,35.483524,0,-0.341072028
04/06/2008,40.91,40.91,40.91,40.91,35.422909,0,-0.170971835
05/06/2008,41.630001,41.630001,41.630001,41.630001,36.046349,0,1.744682487
06/06/2008,40.509998,40.509998,40.509998,40.509998,35.076569,0,-2.727222489
09/06/2008,40.310001,40.310001,40.310001,40.310001,34.903393,0,-0.494931259
10/06/2008,39.990002,39.990002,39.990002,39.990002,34.62632,0,-0.796995859
11/06/2008,39.32,39.32,39.32,39.32,34.046185,0,-1.689610132
12/06/2008,39.52,39.52,39.52,39.52,34.219349,0,0.507325912
13/06/2008,40,40,40,40,34.634964,0,1.207244774
16/06/2008,40.200001,40.200001,40.200001,40.200001,34.808151,0,0.498789143
17/06/2008,39.990002,39.990002,39.990002,39.990002,34.62632,0,-0.523749697
18/06/2008,39.619999,39.619999,39.619999,39.619999,34.305939,0,-0.929559865
19/06/2008,39.560001,39.560001,39.560001,39.560001,34.253983,0,-0.151563795
20/06/2008,38.93,38.93,38.93,38.93,33.708485,0,-1.605326384
23/06/2008,38.619999,38.619999,38.619999,38.619999,33.440071,0,-0.799467466
24/06/2008,38.349998,38.349998,38.349998,38.349998,33.206276,0,-0.701601722
25/06/2008,38.75,38.75,38.75,38.75,33.552631,0,1.037638641
26/06/2008,37.93,37.93,37.93,37.93,32.842625,0,-2.138806621
27/06/2008,37.939999,37.939999,37.939999,37.939999,32.851273,0,0.026328168
30/06/2008,37.709999,37.709999,37.709999,37.709999,32.652115,0,-0.608086451
01/07/2008,37.720001,37.720001,37.720001,37.720001,32.660778,0,0.026527687
02/07/2008,36.919998,36.919998,36.919998,36.919998,31.968069,0,-2.143734757
03/07/2008,36.57,36.57,36.57,36.57,31.66502,0,-0.952495929
07/07/2008,36.330002,36.330002,36.330002,36.330002,31.457212,0,-0.658432835
08/07/2008,36.779999,36.779999,36.779999,36.779999,31.846853,0,1.2310297
09/07/2008,36.130001,36.130001,36.130001,36.130001,31.284037,0,-1.783060278
10/07/2008,36.23,36.23,36.23,36.23,31.370625,0,0.276397805
11/07/2008,35.950001,35.950001,35.950001,35.950001,31.128183,0,-0.775833088
14/07/2008,35.68,35.68,35.68,35.68,30.894396,0,-0.753880638
15/07/2008,35.330002,35.330002,35.330002,35.330002,30.591345,0,-0.985768242
16/07/2008,36.139999,36.139999,36.139999,36.139999,31.292688,0,2.266733422
17/07/2008,36.66,36.66,36.66,36.66,31.74295,0,1.428619341
18/07/2008,36.650002,36.650002,36.650002,36.650002,31.734297,0,-0.027263312
21/07/2008,36.880001,36.880001,36.880001,36.880001,31.933441,0,0.62557476
22/07/2008,37.470001,37.470001,37.470001,37.470001,32.444313,0,1.587140564
23/07/2008,37.880001,37.880001,37.880001,37.880001,32.799316,0,1.088248796
24/07/2008,36.919998,36.919998,36.919998,36.919998,31.968069,0,-2.567010064
25/07/2008,36.939999,36.939999,36.939999,36.939999,31.985395,0,0.054183149
28/07/2008,36.509998,36.509998,36.509998,36.509998,31.613068,0,-1.170881295
29/07/2008,37.080002,37.080002,37.080002,37.080002,32.106625,0,1.549181572
30/07/2008,37.459999,37.459999,37.459999,37.459999,32.435642,0,1.019548477
31/07/2008,37.189999,37.189999,37.189999,37.189999,32.201862,0,-0.723360294
01/08/2008,37.139999,37.139999,37.139999,37.139999,32.158573,0,-0.134520553
04/08/2008,36.77,36.77,36.77,36.77,31.838194,0,-1.001243317
05/08/2008,37.490002,37.490002,37.490002,37.490002,32.461643,0,1.939253869
06/08/2008,37.580002,37.580002,37.580002,37.580002,32.539562,0,0.23974644
07/08/2008,37.07,37.07,37.07,37.07,32.097961,0,-1.366413347
08/08/2008,37.790001,37.790001,37.790001,37.790001,32.72139,0,1.923648463
11/08/2008,38.119999,38.119999,38.119999,38.119999,33.007126,0,0.869448505
12/08/2008,37.82,37.82,37.82,37.82,32.747364,0,-0.790100726
13/08/2008,37.700001,37.700001,37.700001,37.700001,32.643456,0,-0.317806345
14/08/2008,37.939999,37.939999,37.939999,37.939999,32.851273,0,0.634608924
15/08/2008,37.959999,37.959999,37.959999,37.959999,32.868587,0,0.052690314
18/08/2008,37.43,37.43,37.43,37.43,32.409672,0,-1.406050246
19/08/2008,37.009998,37.009998,37.009998,37.009998,32.046005,0,-1.128437016
20/08/2008,37.119999,37.119999,37.119999,37.119999,32.141254,0,0.296784974
21/08/2008,37.23,37.23,37.23,37.23,32.236507,0,0.295919175
22/08/2008,37.509998,37.509998,37.509998,37.509998,32.478943,0,0.749240356
25/08/2008,36.889999,36.889999,36.889999,36.889999,31.942106,0,-1.666689492
26/08/2008,36.959999,36.959999,36.959999,36.959999,32.00272,0,0.189582244
27/08/2008,37.349998,37.349998,37.349998,37.349998,32.340401,0,1.049635439
28/08/2008,37.77,37.77,37.77,37.77,32.704071,0,1.118231199
29/08/2008,37.57,37.57,37.57,37.57,32.530907,0,-0.530894352
02/09/2008,37.200001,37.200001,37.200001,37.200001,32.210529,0,-0.989723537
03/09/2008,37.189999,37.189999,37.189999,37.189999,32.201862,0,-0.026910971
04/09/2008,36.169998,36.169998,36.169998,36.169998,31.318672,0,-2.780980776
05/09/2008,36.169998,36.169998,36.169998,36.169998,31.318672,0,0
08/09/2008,36.73,36.73,36.73,36.73,31.803555,0,1.536360679
09/09/2008,35.52,35.52,35.52,35.52,30.755861,0,-3.349749827
10/09/2008,35.759998,35.759998,35.759998,35.759998,30.963673,0,0.673410092
11/09/2008,35.880001,35.880001,35.880001,35.880001,31.067572,0,0.334989559
12/09/2008,31.74,31.74,31.74,31.74,27.598232,0,-11.84128615
15/09/2008,30.43,30.43,30.43,30.43,26.459173,0,-4.214880923
16/09/2008,30.58,30.58,30.58,30.58,26.589602,0,0.491733364
17/09/2008,29.389999,29.389999,29.389999,29.389999,25.554882,0,-3.969186239
18/09/2008,30.5,30.5,30.5,30.5,26.520039,0,3.707226119
19/09/2008,31.92,31.92,31.92,31.92,27.75474,0,4.550600051
22/09/2008,30.91,30.91,30.91,30.91,26.876537,0,-3.215296091
23/09/2008,30.51,30.51,30.51,30.51,26.528734,0,-1.302522806
24/09/2008,30.25,30.25,30.25,30.25,26.302656,0,-0.855852477
25/09/2008,30.57,30.57,30.57,30.57,26.580904,0,1.052314056
26/09/2008,30.32,30.32,30.32,30.32,26.363525,0,-0.821163721
29/09/2008,28.139999,28.139999,28.139999,28.139999,24.467989,0,-7.461573422
30/09/2008,29.200001,29.200001,29.200001,29.200001,25.389673,0,3.697682473
01/10/2008,28.91,28.91,28.91,28.91,25.137516,0,-0.998112495
02/10/2008,27.719999,27.719999,27.719999,27.719999,24.102795,0,-4.203358272
03/10/2008,27.26,27.26,27.26,27.26,23.702824,0,-1.673361172
06/10/2008,26.09,26.09,26.09,26.09,22.685497,0,-4.386837553
07/10/2008,24.860001,24.860001,24.860001,24.860001,21.616001,0,-4.829199415
08/10/2008,24.4,24.4,24.4,24.4,21.216026,0,-1.867698799
09/10/2008,22.799999,22.799999,22.799999,22.799999,19.824814,0,-6.782245411
10/10/2008,22.620001,22.620001,22.620001,22.620001,19.668306,0,-0.792587769
13/10/2008,24.889999,24.889999,24.889999,24.889999,21.642084,0,9.563124479
14/10/2008,24.459999,24.459999,24.459999,24.459999,21.268194,0,-1.74270352
15/10/2008,22.549999,22.549999,22.549999,22.549999,19.607435,0,-8.130388624
16/10/2008,23.299999,23.299999,23.299999,23.299999,20.259569,0,3.271839411
17/10/2008,23.08,23.08,23.08,23.08,20.068275,0,-0.948701521
20/10/2008,23.940001,23.940001,23.940001,23.940001,20.816059,0,3.658454619
21/10/2008,23.33,23.33,23.33,23.33,20.285654,0,-2.581081941
22/10/2008,22,22,22,22,19.129206,0,-5.869765961
23/10/2008,21.75,21.75,21.75,21.75,18.911831,0,-1.142857204
24/10/2008,21.09,21.09,21.09,21.09,18.33795,0,-3.081502201
27/10/2008,20.219999,20.219999,20.219999,20.219999,17.581476,0,-4.212683527
28/10/2008,21.65,21.65,21.65,21.65,18.824877,0,6.833339202
29/10/2008,21.889999,21.889999,21.889999,21.889999,19.033562,0,1.102460213
30/10/2008,22.73,22.73,22.73,22.73,19.763948,0,3.7655628
31/10/2008,23.360001,23.360001,23.360001,23.360001,20.311741,0,2.73396233
03/11/2008,23.370001,23.370001,23.370001,23.370001,20.320433,0,0.04278383
04/11/2008,23.959999,23.959999,23.959999,23.959999,20.833439,0,2.493240852
05/11/2008,23.09,23.09,23.09,23.09,20.076973,0,-3.698580361
06/11/2008,22.27,22.27,22.27,22.27,19.36397,0,-3.615941364
07/11/2008,22.639999,22.639999,22.639999,22.639999,19.685694,0,1.647805624
10/11/2008,22.23,22.23,22.23,22.23,19.329193,0,-1.827563527
11/11/2008,21.709999,21.709999,21.709999,21.709999,18.877047,0,-2.366980419
12/11/2008,20.65,20.65,20.65,20.65,17.955368,0,-5.005761643
13/11/2008,21.889999,21.889999,21.889999,21.889999,19.033562,0,5.831471878
14/11/2008,20.9,20.9,20.9,20.9,18.172743,0,-4.628100779
17/11/2008,20.5,20.5,20.5,20.5,17.824938,0,-1.932434611
18/11/2008,20.49,20.49,20.49,20.49,17.816246,0,-0.048775036
19/11/2008,19.34,19.34,19.34,19.34,16.816317,0,-5.776107262
20/11/2008,18.190001,18.190001,18.190001,18.190001,15.816379,0,-6.130361639
21/11/2008,19.030001,19.030001,19.030001,19.030001,16.546764,0,4.514450535
24/11/2008,20.139999,20.139999,20.139999,20.139999,17.511917,0,5.66910666
25/11/2008,20.450001,20.450001,20.450001,20.450001,17.781469,0,1.527522699
26/11/2008,21.15,21.15,21.15,21.15,18.390123,0,3.365687942
28/11/2008,21.309999,21.309999,21.309999,21.309999,18.529245,0,0.753656772
01/12/2008,19.74,19.74,19.74,19.74,17.16412,0,-7.652913625
02/12/2008,20.389999,20.389999,20.389999,20.389999,17.729298,0,3.239736691
03/12/2008,20.85,20.85,20.85,20.85,18.129276,0,2.230956476
04/12/2008,20.440001,20.440001,20.440001,20.440001,17.772774,0,-1.986035438
05/12/2008,21.219999,21.219999,21.219999,21.219999,18.450993,0,3.74504544
08/12/2008,21.809999,21.809999,21.809999,21.809999,18.963995,0,2.742399121
09/12/2008,21.51,21.51,21.51,21.51,18.703148,0,-1.385032944
10/12/2008,22.02,22.02,22.02,22.02,19.146597,0,2.343314555
11/12/2008,21.549999,21.549999,21.549999,21.549999,18.737925,0,-2.157545253
12/12/2008,21.790001,21.790001,21.790001,21.790001,18.967735,0,1.218983281
15/12/2008,21.559999,21.559999,21.559999,21.559999,18.767525,0,-1.061139521
16/12/2008,22.59,22.59,22.59,22.59,19.664122,0,4.666777448
17/12/2008,22.67,22.67,22.67,22.67,19.733755,0,0.35348642
18/12/2008,22.43,22.43,22.43,22.43,19.524847,0,-1.064276165
19/12/2008,22.6,22.6,22.6,22.6,19.672823,0,0.755028056
22/12/2008,22.129999,22.129999,22.129999,22.129999,19.263697,0,-2.101579997
23/12/2008,21.950001,21.950001,21.950001,21.950001,19.107008,0,-0.816716143
24/12/2008,22.040001,22.040001,22.040001,22.040001,19.18535,0,0.40917882
26/12/2008,22.23,22.23,22.23,22.23,19.350744,0,0.85839014
29/12/2008,22.120001,22.120001,22.120001,22.120001,19.254993,0,-0.496046462
30/12/2008,22.76,22.76,22.76,22.76,19.812099,0,2.852240796
31/12/2008,23.120001,23.120001,23.120001,23.120001,20.125471,0,1.569341507
02/01/2009,23.67,23.67,23.67,23.67,20.604235,0,2.351041043
05/01/2009,23.65,23.65,23.65,23.65,20.586823,0,-0.084542626
06/01/2009,23.879999,23.879999,23.879999,23.879999,20.787039,0,0.967845655
07/01/2009,23.370001,23.370001,23.370001,23.370001,20.34309,0,-2.1588371
08/01/2009,23.540001,23.540001,23.540001,23.540001,20.491076,0,0.724817781
09/01/2009,23.040001,23.040001,23.040001,23.040001,20.05583,0,-2.146958974
12/01/2009,22.549999,22.549999,22.549999,22.549999,19.629299,0,-2.149658755
13/01/2009,22.58,22.58,22.58,22.58,19.655409,0,0.132927061
14/01/2009,21.809999,21.809999,21.809999,21.809999,18.985142,0,-3.469589437
15/01/2009,22.139999,22.139999,22.139999,22.139999,19.272406,0,1.501765868
16/01/2009,22.360001,22.360001,22.360001,22.360001,19.463907,0,0.988749549
20/01/2009,21.24,21.24,21.24,21.24,18.488968,0,-5.138759753
21/01/2009,21.889999,21.889999,21.889999,21.889999,19.054779,0,3.014370636
22/01/2009,21.610001,21.610001,21.610001,21.610001,18.811047,0,-1.287363261
23/01/2009,21.77,21.77,21.77,21.77,18.950319,0,0.737646151
26/01/2009,21.950001,21.950001,21.950001,21.950001,19.107008,0,0.823441359
27/01/2009,22.17,22.17,22.17,22.17,19.298519,0,0.997317846
28/01/2009,22.76,22.76,22.76,22.76,19.812099,0,2.626445447
29/01/2009,22.08,22.08,22.08,22.08,19.220177,0,-3.033219903
30/01/2009,21.639999,21.639999,21.639999,21.639999,18.83716,0,-2.012909797
02/02/2009,21.719999,21.719999,21.719999,21.719999,18.906797,0,0.368997236
03/02/2009,22.049999,22.049999,22.049999,22.049999,19.194061,0,1.507942122
04/02/2009,21.940001,21.940001,21.940001,21.940001,19.098305,0,-0.500132061
05/02/2009,22.27,22.27,22.27,22.27,19.385561,0,1.492892295
06/02/2009,22.77,22.77,22.77,22.77,19.820805,0,2.220363301
09/02/2009,22.75,22.75,22.75,22.75,19.803396,0,-0.087870547
10/02/2009,21.879999,21.879999,21.879999,21.879999,19.046078,0,-3.899223703
11/02/2009,22.059999,22.059999,22.059999,22.059999,19.202761,0,0.819286967
12/02/2009,22.129999,22.129999,22.129999,22.129999,19.263697,0,0.31682694
13/02/2009,22.059999,22.059999,22.059999,22.059999,19.202761,0,-0.31682694
17/02/2009,21.26,21.26,21.26,21.26,18.506382,0,-3.693842521
18/02/2009,21.15,21.15,21.15,21.15,18.410627,0,-0.518759333
19/02/2009,21.01,21.01,21.01,21.01,18.288763,0,-0.664122471
20/02/2009,20.799999,20.799999,20.799999,20.799999,18.105957,0,-1.004582738
23/02/2009,20.01,20.01,20.01,20.01,17.41828,0,-3.872077068
24/02/2009,20.59,20.59,20.59,20.59,17.923155,0,2.857322285
25/02/2009,20.33,20.33,20.33,20.33,17.696838,0,-1.270747276
26/02/2009,19.799999,19.799999,19.799999,19.799999,17.235481,0,-2.641587165
27/02/2009,19.65,19.65,19.65,19.65,17.10491,0,-0.760455111
02/03/2009,18.74,18.74,18.74,18.74,16.312773,0,-4.741713622
03/03/2009,18.51,18.51,18.51,18.51,16.11256,0,-1.23493285
04/03/2009,18.969999,18.969999,18.969999,18.969999,16.512987,0,2.454807015
05/03/2009,18.129999,18.129999,18.129999,18.129999,15.78178,0,-4.529105215
06/03/2009,18.15,18.15,18.15,18.15,15.799189,0,0.110249953
09/03/2009,17.860001,17.860001,17.860001,17.860001,15.546757,0,-1.610654578
10/03/2009,18.790001,18.790001,18.790001,18.790001,16.356295,0,5.076077471
11/03/2009,18.940001,18.940001,18.940001,18.940001,16.486864,0,0.795110409
12/03/2009,19.65,19.65,19.65,19.65,17.10491,0,3.680161417
13/03/2009,19.889999,19.889999,19.889999,19.889999,17.313826,0,1.213981628
16/03/2009,19.74,19.74,19.74,19.74,17.18325,0,-0.757030095
17/03/2009,20.280001,20.280001,20.280001,20.280001,17.653311,0,2.698828573
18/03/2009,20.82,20.82,20.82,20.82,18.123369,0,2.627885263
19/03/2009,20.84,20.84,20.84,20.84,18.140776,0,0.096001168
20/03/2009,20.48,20.48,20.48,20.48,17.827408,0,-1.742517382
23/03/2009,21.67,21.67,21.67,21.67,18.863276,0,5.647991473
24/03/2009,21.23,21.23,21.23,21.23,18.480263,0,-2.051366536
25/03/2009,21.52,21.52,21.52,21.52,18.732706,0,1.356768241
26/03/2009,22.139999,22.139999,22.139999,22.139999,19.272406,0,2.84033518
27/03/2009,21.66,21.66,21.66,21.66,18.85457,0,-2.191900709
30/03/2009,21.07,21.07,21.07,21.07,18.34099,0,-2.761687909
31/03/2009,21.299999,21.299999,21.299999,21.299999,18.541195,0,1.085656755
01/04/2009,21.610001,21.610001,21.610001,21.610001,18.811047,0,1.444929035
02/04/2009,22.450001,22.450001,22.450001,22.450001,19.542253,0,3.813463827
03/04/2009,22.66,22.66,22.66,22.66,19.725048,0,0.931035828
06/04/2009,22.48,22.48,22.48,22.48,19.568367,0,-0.797496631
07/04/2009,22.08,22.08,22.08,22.08,19.220177,0,-1.795372122
08/04/2009,22.5,22.5,22.5,22.5,19.585777,0,1.884302689
09/04/2009,23.33,23.33,23.33,23.33,20.308273,0,3.622470042
13/04/2009,23.43,23.43,23.43,23.43,20.395317,0,0.42769757
14/04/2009,23.17,23.17,23.17,23.17,20.168999,0,-1.11585931
15/04/2009,23.34,23.34,23.34,23.34,20.316977,0,0.731011938
16/04/2009,23.73,23.73,23.73,23.73,20.656464,0,1.65714551
17/04/2009,23.9,23.9,23.9,23.9,20.804443,0,0.713827261
20/04/2009,23.049999,23.049999,23.049999,23.049999,20.064539,0,-3.621254154
21/04/2009,23.530001,23.530001,23.530001,23.530001,20.482365,0,2.06102439
22/04/2009,23.620001,23.620001,23.620001,23.620001,20.560711,0,0.381774968
23/04/2009,23.73,23.73,23.73,23.73,20.656464,0,0.464627536
24/04/2009,24.120001,24.120001,24.120001,24.120001,20.995951,0,1.630131255
27/04/2009,23.870001,23.870001,23.870001,23.870001,20.778334,0,-1.04188004
28/04/2009,23.950001,23.950001,23.950001,23.950001,20.847971,0,0.334582015
29/04/2009,24.35,24.35,24.35,24.35,21.196157,0,1.65632623
30/04/2009,24.379999,24.379999,24.379999,24.379999,21.222275,0,0.123144596
01/05/2009,24.370001,24.370001,24.370001,24.370001,21.21357,0,-0.041026637
04/05/2009,25.059999,25.059999,25.059999,25.059999,21.814201,0,2.792010849
05/05/2009,25.139999,25.139999,25.139999,25.139999,21.883839,0,0.318723947
06/05/2009,25.290001,25.290001,25.290001,25.290001,22.014412,0,0.594891059
07/05/2009,24.98,24.98,24.98,24.98,21.744558,0,-1.233381046
08/05/2009,25.610001,25.610001,25.610001,25.610001,22.292965,0,2.490763851
11/05/2009,25.129999,25.129999,25.129999,25.129999,21.875132,0,-1.892069133
